,Day,Ticker,VaR,ES,Actual_Loss,Is VaR good,Is ES good
0,2018-12-31,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.003997927000814583,True,True
1,2018-12-28,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.030125076266015682,True,True
2,2018-12-27,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.013292117465224074,True,True
3,2018-12-24,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.015745036890545294,True,True
4,2018-12-21,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.01335834896810506,True,True
5,2018-12-20,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.04398048500502216,True,True
6,2018-12-19,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.015121537591859857,True,True
7,2018-12-18,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.009241108933071951,True,True
8,2018-12-17,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.0027378027378028857,True,True
9,2018-12-14,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.0044031311154600905,True,True
10,2018-12-13,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.011195577055977735,True,True
11,2018-12-12,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.02391735069346157,True,True
12,2018-12-11,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.01632506292700464,True,True
13,2018-12-10,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.006501857673620992,True,True
14,2018-12-07,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.013880081730430538,True,True
15,2018-12-06,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.03861003861003853,True,True
16,2018-12-05,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.025029718663320488,True,True
17,2018-12-04,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.00571278481843851,True,True
18,2018-12-03,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.03310494539040776,True,True
19,2018-11-30,ASML.AS,-0.04576230201910281,-0.11353087297583979,-0.01417775697184509,True,True
20,2018-11-29,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.009246760259179254,True,True
21,2018-11-28,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.008577263444520034,True,True
22,2018-11-27,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.013103448275862073,True,True
23,2018-11-26,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.014979700405991725,True,True
24,2018-11-23,ASML.AS,-0.04576230201910281,-0.11353087297583979,0.012329931972789199,True,True
25,2018-11-22,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.01761225200139227,True,True
26,2018-11-21,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.028422107674684893,True,True
27,2018-11-20,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.018618703014122162,True,True
28,2018-11-19,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.02560416238789609,True,True
29,2018-11-16,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.029886431560071758,True,True
30,2018-11-15,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.004759071980963703,True,True
31,2018-11-14,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.0008585391625940408,True,True
32,2018-11-13,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.02859860063854347,True,True
33,2018-11-12,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.021860465116279038,True,True
34,2018-11-09,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.009216589861751223,True,True
35,2018-11-08,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.007124648669847744,True,True
36,2018-11-07,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.0017023505532640648,True,True
37,2018-11-06,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.02793108089917884,True,True
38,2018-11-05,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.017133029040153347,True,True
39,2018-11-02,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.006190095846645205,True,True
40,2018-11-01,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.006903022585617702,True,True
41,2018-10-31,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.021496542753474568,True,True
42,2018-10-30,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.017413108588145265,True,True
43,2018-10-29,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.005127849767860959,True,True
44,2018-10-26,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.010558793280767809,True,True
45,2018-10-25,ASML.AS,-0.04667981591058512,-0.11353087297583979,0.03549875754348597,True,True
46,2018-10-24,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.0364618962922425,True,True
47,2018-10-23,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.03224097980801066,True,True
48,2018-10-22,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.006772751183587555,True,True
49,2018-10-19,ASML.AS,-0.04667981591058512,-0.11353087297583979,-0.00963792654337059,True,True
