,Day,Ticker,VaR,ES,Actual_Loss,Is VaR good,Is ES good
0,2018-12-31,C,-0.04097547143059688,-0.1520286582581922,0.004334121355398013,True,True
1,2018-12-28,C,-0.04097547143059688,-0.1520286582581922,0.0011834319526626835,True,True
2,2018-12-27,C,-0.04097547143059688,-0.1520286582581922,0.006351726875744257,True,True
3,2018-12-26,C,-0.04097547143059688,-0.1520286582581922,0.044361525704809335,True,True
4,2018-12-24,C,-0.04097547143059688,-0.1510060549190151,-0.019512195121951237,True,True
5,2018-12-21,C,-0.04097547143059688,-0.14800370045696373,-0.03887478023051372,True,True
6,2018-12-20,C,-0.04097547143059688,-0.1462968154769686,-0.010438816934080775,True,True
7,2018-12-19,C,-0.04097547143059688,-0.1400602548245604,-0.020450672221170363,True,True
8,2018-12-18,C,-0.04097547143059688,-0.12902932324450875,-0.006022962544701693,True,True
9,2018-12-17,C,-0.04097547143059688,-0.11887649825928834,-0.013919821826280598,True,True
10,2018-12-14,C,-0.04097547143059688,-0.10983875526676698,-0.013548150860490549,True,True
11,2018-12-13,C,-0.04097547143059688,-0.10113178221159555,-0.0036483035388544804,True,True
12,2018-12-12,C,-0.04097547143059688,-0.09684062926712855,-0.004358881220486777,True,True
13,2018-12-11,C,-0.04097547143059688,-0.09225487900676019,-0.014850599391662112,True,True
14,2018-12-10,C,-0.04097547143059688,-0.09225487900676019,-0.021876093804690244,True,True
15,2018-12-07,C,-0.04097547143059688,-0.09225487900676019,-0.028561713702822122,True,True
16,2018-12-06,C,-0.04097547143059688,-0.09225487900676019,-0.03526324421846805,True,True
17,2018-12-04,C,-0.03990929705215429,-0.09225487900676019,-0.044507130543801954,False,True
18,2018-12-03,C,-0.03990929705215429,-0.09225487900676019,0.005673758865248235,True,True
19,2018-11-30,C,-0.03990929705215429,-0.09225487900676019,-0.0017306482064191053,True,True
20,2018-11-29,C,-0.03990929705215429,-0.09225487900676019,-0.010277172220491959,True,True
21,2018-11-28,C,-0.03990929705215429,-0.09225487900676019,0.03330651649235716,True,True
22,2018-11-27,C,-0.03990929705215429,-0.09225487900676019,-0.0041659990386155865,True,True
23,2018-11-26,C,-0.03990929705215429,-0.09225487900676019,0.03208202414420369,True,True
24,2018-11-23,C,-0.03990929705215429,-0.0913327450732581,-0.017865843755075494,True,True
25,2018-11-21,C,-0.03990929705215429,-0.0913327450732581,0.005388634879163856,True,True
26,2018-11-20,C,-0.03990929705215429,-0.0913327450732581,-0.03223767383059417,True,True
27,2018-11-19,C,-0.03990929705215429,-0.0913327450732581,-0.005187863543468008,True,True
28,2018-11-16,C,-0.03990929705215429,-0.0913327450732581,0.005532722099272913,True,True
29,2018-11-15,C,-0.03990929705215429,-0.0913327450732581,0.01720533847885508,True,True
30,2018-11-14,C,-0.03990929705215429,-0.0913327450732581,-0.019703656998738994,True,True
31,2018-11-13,C,-0.03990929705215429,-0.0913327450732581,0.008905852417302684,True,True
32,2018-11-12,C,-0.03990929705215429,-0.0913327450732581,-0.023602484472049712,True,True
33,2018-11-09,C,-0.03990929705215429,-0.0913327450732581,-0.02982826152455542,True,True
34,2018-11-08,C,-0.03990929705215429,-0.0913327450732581,-0.007030665669409131,True,True
35,2018-11-07,C,-0.03990929705215429,-0.0913327450732581,0.023736600306278666,True,True
36,2018-11-06,C,-0.03990929705215429,-0.0913327450732581,-0.009255044758003317,True,True
37,2018-11-05,C,-0.03990929705215429,-0.0913327450732581,0.02091078066914487,True,True
38,2018-11-02,C,-0.03990929705215429,-0.0913327450732581,0.00827736998282047,True,True
39,2018-11-01,C,-0.03990929705215429,-0.0913327450732581,0.005654154232762609,True,True
40,2018-10-31,C,-0.03990929705215429,-0.0913327450732581,0.014499681325685243,True,True
41,2018-10-30,C,-0.03990929705215429,-0.0913327450732581,0.002716088832081631,True,True
42,2018-10-29,C,-0.03990929705215429,-0.0913327450732581,0.0022417934347478408,True,True
43,2018-10-26,C,-0.03990929705215429,-0.0913327450732581,-0.011710713720525345,True,True
44,2018-10-25,C,-0.03990929705215429,-0.0913327450732581,0.01837228041901695,True,True
45,2018-10-24,C,-0.03990929705215429,-0.09056987101301628,-0.02940716408571875,True,True
46,2018-10-23,C,-0.03990929705215429,-0.0900522046853531,-0.012968967114404761,True,True
47,2018-10-22,C,-0.03990929705215429,-0.0896353349783249,-0.03285053008809924,True,True
48,2018-10-19,C,-0.03990929705215429,-0.0896353349783249,0.003446209169913228,True,True
49,2018-10-18,C,-0.03990929705215429,-0.0896353349783249,-0.017518033269542377,True,True
50,2018-10-17,C,-0.03990929705215429,-0.0896353349783249,0.0019174041297935762,True,True
51,2018-10-16,C,-0.03990929705215429,-0.0896353349783249,0.007279750408557328,True,True
52,2018-10-15,C,-0.03990929705215429,-0.0896353349783249,-0.00912704254379515,True,True
53,2018-10-12,C,-0.03990929705215429,-0.0896353349783249,0.0213501729063299,True,True
54,2018-10-11,C,-0.03990929705215429,-0.0896353349783249,-0.02234308393355866,True,True
55,2018-10-10,C,-0.03990929705215429,-0.0896353349783249,-0.027030892448512644,True,True
56,2018-10-09,C,-0.03990929705215429,-0.0896353349783249,-0.009631728045325638,True,True
57,2018-10-08,C,-0.03990929705215429,-0.0896353349783249,0.0022714366837024436,True,True
58,2018-10-05,C,-0.03990929705215429,-0.0896353349783249,-0.002690075038935258,True,True
59,2018-10-04,C,-0.03990929705215429,-0.0896353349783249,0.003552145495879566,True,True
60,2018-10-03,C,-0.03990929705215429,-0.0896353349783249,0.007876270943720343,True,True
61,2018-10-02,C,-0.03990929705215429,-0.0896353349783249,-0.0018582046883932613,True,True
62,2018-10-01,C,-0.03990929705215429,-0.0896353349783249,0.002579535683576939,True,True
63,2018-09-28,C,-0.03990929705215429,-0.0896353349783249,-0.01649048625792815,True,True
64,2018-09-27,C,-0.03990929705215429,-0.0896353349783249,0.006811409110259792,True,True
65,2018-09-26,C,-0.03990929705215429,-0.0896353349783249,-0.014405594405594413,True,True
66,2018-09-25,C,-0.03990929705215429,-0.0896353349783249,-0.004455583402951713,True,True
67,2018-09-24,C,-0.03990929705215429,-0.0896353349783249,-0.004159733777038377,True,True
68,2018-09-21,C,-0.03990929705215429,-0.0896353349783249,-0.00852350838603233,True,True
69,2018-09-20,C,-0.03990929705215429,-0.0896353349783249,0.014504881450488005,True,True
70,2018-09-19,C,-0.03990929705215429,-0.0896353349783249,0.032992364212649505,True,True
71,2018-09-18,C,-0.03990929705215429,-0.0896353349783249,0.006817522483318905,True,True
72,2018-09-17,C,-0.03990929705215429,-0.0896353349783249,0.004809794490598929,True,True
73,2018-09-14,C,-0.03990929705215429,-0.0896353349783249,0.005569397625677874,True,True
74,2018-09-13,C,-0.03990929705215429,-0.0896353349783249,-0.0051035287255758455,True,True
75,2018-09-12,C,-0.03990929705215429,-0.0896353349783249,0.015548645046645992,True,True
76,2018-09-11,C,-0.03990929705215429,-0.0896353349783249,-0.002805670407560523,True,True
77,2018-09-10,C,-0.03990929705215429,-0.0896353349783249,-0.0001476450612727387,True,True
78,2018-09-07,C,-0.03990929705215429,-0.0896353349783249,-0.006745857163806934,True,True
79,2018-09-06,C,-0.03990929705215429,-0.0896353349783249,-0.014880092458826932,True,True
80,2018-09-05,C,-0.03990929705215429,-0.0896353349783249,-0.0031682027649769795,True,True
81,2018-09-04,C,-0.03990929705215429,-0.0896353349783249,0.002164814547553684,True,True
82,2018-08-31,C,-0.03990929705215429,-0.0896353349783249,-0.003021582733812811,True,True
83,2018-08-30,C,-0.03990929705215429,-0.0896353349783249,-0.014743407995463698,True,True
84,2018-08-29,C,-0.03990929705215429,-0.0896353349783249,0.0019886363636363313,True,True
85,2018-08-28,C,-0.03990929705215429,-0.0896353349783249,-0.00014202528049978014,True,True
86,2018-08-27,C,-0.03990929705215429,-0.0896353349783249,0.02444347446529882,True,True
87,2018-08-24,C,-0.03990929705215429,-0.0896353349783249,-0.002032815449397374,True,True
88,2018-08-23,C,-0.03990929705215429,-0.0896353349783249,-0.00433714037877686,True,True
89,2018-08-22,C,-0.03990929705215429,-0.0896353349783249,-0.0017318516380431248,True,True
90,2018-08-21,C,-0.03990929705215429,-0.0896353349783249,0.010058309037900948,True,True
91,2018-08-20,C,-0.03990929705215429,-0.0896353349783249,0.01239669421487588,True,True
92,2018-08-17,C,-0.03990929705215429,-0.0896353349783249,0.001626016260162677,True,True
93,2018-08-16,C,-0.03990929705215429,-0.0896353349783249,0.013179571663921141,True,True
94,2018-08-15,C,-0.03990929705215429,-0.0896353349783249,-0.01938610662358653,True,True
95,2018-08-14,C,-0.03990929705215429,-0.0896353349783249,0.012189683365541937,True,True
96,2018-08-13,C,-0.03990929705215429,-0.0896353349783249,-0.015657009072285732,True,True
97,2018-08-10,C,-0.03990929705215429,-0.0896353349783249,-0.02385373518068845,True,True
98,2018-08-09,C,-0.03990929705215429,-0.0896353349783249,-0.01241359853293833,True,True
99,2018-08-08,C,-0.03990929705215429,-0.0896353349783249,0.006531307681385767,True,True
100,2018-08-07,C,-0.03990929705215429,-0.0896353349783249,0.00014200511218409595,True,True
101,2018-08-06,C,-0.03990929705215429,-0.0896353349783249,0.00014202528050000218,True,True
102,2018-08-03,C,-0.03990929705215429,-0.0896353349783249,0.014114935906668347,True,True
103,2018-08-02,C,-0.03990929705215429,-0.0896353349783249,-0.0012945914844647577,True,True
104,2018-08-01,C,-0.03990929705215429,-0.0896353349783249,0.0005757052389174788,True,True
105,2018-07-31,C,-0.03990929705215429,-0.0896353349783249,-0.005581794761700287,True,True
106,2018-07-30,C,-0.03990929705215429,-0.0896353349783249,0.008370616250541252,True,True
107,2018-07-27,C,-0.03990929705215429,-0.0896353349783249,0.004931109499637376,True,True
108,2018-07-26,C,-0.03990929705215429,-0.0896353349783249,-0.005337564916329973,True,True
109,2018-07-25,C,-0.03990929705215429,-0.0896353349783249,0.009171640704614958,True,True
110,2018-07-24,C,-0.03990929705215429,-0.0896353349783249,0.012231063955201904,True,True
111,2018-07-23,C,-0.03990929705215429,-0.0896353349783249,0.014349775784753271,True,True
