,Day,Ticker,VaR,ES,Actual_Loss,Is VaR good,Is ES good
0,2018-12-31,BAC,-0.04530201342281881,-0.12214679624360704,0.009942004971002394,True,True
1,2018-12-28,BAC,-0.04530201342281881,-0.12214679624360704,0.0008291873963515162,True,True
2,2018-12-27,BAC,-0.04530201342281881,-0.12214679624360704,0.010896898575021075,True,True
3,2018-12-26,BAC,-0.04530201342281881,-0.12214679624360704,0.060915962650066824,True,True
4,2018-12-24,BAC,-0.04530201342281881,-0.12214679624360704,-0.027669693039342858,True,True
5,2018-12-21,BAC,-0.04530201342281881,-0.12214679624360704,-0.030595138306789615,True,True
6,2018-12-20,BAC,-0.04530201342281881,-0.12214679624360704,-0.0029251984956122357,True,True
7,2018-12-19,BAC,-0.04530201342281881,-0.12214679624360704,-0.011565468814539459,True,True
8,2018-12-18,BAC,-0.04530201342281881,-0.11716356628187877,0.0,True,True
9,2018-12-17,BAC,-0.04530201342281881,-0.11213980801413155,-0.00041288191577204536,True,True
10,2018-12-14,BAC,-0.04530201342281881,-0.10835751984972233,0.0028985507246377384,True,True
11,2018-12-13,BAC,-0.04530201342281881,-0.10150418351220103,-0.004534212695795681,True,True
12,2018-12-12,BAC,-0.04530201342281881,-0.09813475735624581,-0.002467105263157854,True,True
13,2018-12-11,BAC,-0.04530201342281881,-0.09559784387382697,-0.007346938775510181,True,True
14,2018-12-10,BAC,-0.04530201342281881,-0.09559784387382697,-0.026232114467408585,True,True
15,2018-12-07,BAC,-0.04530201342281881,-0.09559784387382697,-0.03267973856209161,True,True
16,2018-12-06,BAC,-0.04530201342281881,-0.09559784387382697,-0.020707831325301074,True,True
17,2018-12-04,BAC,-0.041184041184041065,-0.09559784387382697,-0.05446778212887149,False,True
18,2018-12-03,BAC,-0.041184041184041065,-0.09559784387382697,0.005008944543828386,True,True
19,2018-11-30,BAC,-0.041184041184041065,-0.09559784387382697,0.013048205871692531,True,True
20,2018-11-29,BAC,-0.041184041184041065,-0.09559784387382697,-0.013938527519656962,True,True
21,2018-11-28,BAC,-0.041184041184041065,-0.09559784387382697,0.02490842490842482,True,True
22,2018-11-27,BAC,-0.041184041184041065,-0.09559784387382697,0.006637168141592875,True,True
23,2018-11-26,BAC,-0.041184041184041065,-0.09559784387382697,0.021853805576488305,True,True
24,2018-11-23,BAC,-0.041184041184041065,-0.09559784387382697,-0.011177347242921076,True,True
25,2018-11-21,BAC,-0.041184041184041065,-0.09559784387382697,-0.0037119524870081744,True,True
26,2018-11-20,BAC,-0.041184041184041065,-0.09559784387382697,-0.013548150860490549,True,True
27,2018-11-19,BAC,-0.041184041184041065,-0.09559784387382697,0.0,True,True
28,2018-11-16,BAC,-0.041184041184041065,-0.09559784387382697,-0.005462490895848604,True,True
29,2018-11-15,BAC,-0.041184041184041065,-0.09559784387382697,0.025392083644510732,True,True
30,2018-11-14,BAC,-0.041184041184041065,-0.09559784387382697,-0.019765739385065872,True,True
31,2018-11-13,BAC,-0.041184041184041065,-0.09559784387382697,0.00036616623947272053,True,True
32,2018-11-12,BAC,-0.041184041184041065,-0.09559784387382697,-0.027075169219807682,True,True
33,2018-11-09,BAC,-0.041184041184041065,-0.09559784387382697,-0.011967617036254818,True,True
34,2018-11-08,BAC,-0.041184041184041065,-0.09559784387382697,0.011391954432182327,True,True
35,2018-11-07,BAC,-0.041184041184041065,-0.09559784387382697,0.011887608069164113,True,True
36,2018-11-06,BAC,-0.041184041184041065,-0.09559784387382697,0.005432814197754432,True,True
37,2018-11-05,BAC,-0.041184041184041065,-0.09559784387382697,0.005828779599271305,True,True
38,2018-11-02,BAC,-0.041184041184041065,-0.09559784387382697,0.002922908293752302,True,True
39,2018-11-01,BAC,-0.041184041184041065,-0.09559784387382697,0.01145602365114562,True,True
40,2018-10-31,BAC,-0.041184041184041065,-0.09559784387382697,0.026944971537001816,True,True
41,2018-10-30,BAC,-0.041184041184041065,-0.09559784387382697,0.006109201985490698,True,True
42,2018-10-29,BAC,-0.041184041184041065,-0.09559784387382697,0.008471313053523444,True,True
43,2018-10-26,BAC,-0.041184041184041065,-0.09559784387382697,-0.007642338555598149,True,True
44,2018-10-25,BAC,-0.041184041184041065,-0.09559784387382697,0.015521924718665092,True,True
45,2018-10-24,BAC,-0.041184041184041065,-0.09137329299235383,-0.030838661150808577,True,True
46,2018-10-23,BAC,-0.041184041184041065,-0.08772754006511886,-0.01299183370452861,True,True
47,2018-10-22,BAC,-0.041184041184041065,-0.08449708602335028,-0.03336921420882666,True,True
48,2018-10-19,BAC,-0.041184041184041065,-0.08449708602335028,0.0025179856115107313,True,True
49,2018-10-18,BAC,-0.041184041184041065,-0.08449708602335028,-0.02250351617440227,True,True
50,2018-10-17,BAC,-0.041184041184041065,-0.08449708602335028,0.012820512820512997,True,True
51,2018-10-16,BAC,-0.041184041184041065,-0.08449708602335028,0.02183406113537112,True,True
52,2018-10-15,BAC,-0.041184041184041065,-0.08449708602335028,-0.018921813637986507,True,True
53,2018-10-12,BAC,-0.041184041184041065,-0.08449708602335028,0.0035829451809388235,True,True
54,2018-10-11,BAC,-0.041184041184041065,-0.08449708602335028,-0.029892248870351024,True,True
55,2018-10-10,BAC,-0.041184041184041065,-0.08449708602335028,-0.02474576271186446,True,True
56,2018-10-09,BAC,-0.041184041184041065,-0.08449708602335028,-0.00973481033903989,True,True
57,2018-10-08,BAC,-0.041184041184041065,-0.08449708602335028,0.0013445378151260012,True,True
58,2018-10-05,BAC,-0.041184041184041065,-0.08449708602335028,-0.006677796327211993,True,True
59,2018-10-04,BAC,-0.041184041184041065,-0.08449708602335028,0.014566395663956566,True,True
